Date,YAHOO/INDEX_IBEX - Close,YAHOO/INDEX_DJI - Close,YAHOO/INDEX_STOXX50E - Close,YAHOO/INDEX_N225 - Close,YAHOO/INDEX_FCHI - Close,YAHOO/INDEX_GDAXI - Close,Close
2005-01-04,-0.0004493165545844,-0.0091942831882603,0.00037036787631057003,-0.0069658109439778,0.0019763354672563,-0.00023995755630057001,0.0
2005-01-05,-0.010482413267544,-0.0030995086112057,-0.0080542017824927,-0.0069658109439778,-0.0087852202959967,-0.0075188826477101,1.0
2005-01-07,0.0018504518058236,-0.0017810539334326,0.0045748152543288,-0.0051355897971092,0.0055698411793648,0.0035945540305327,0.0
2005-01-10,-0.0013935925434843,0.0016098053993774,-0.0008725388531483201,-0.0051355897971092,-3.6073863940553996e-05,-0.0020919713661878,0.0
2005-01-11,-0.0068781756659468,-0.0061020959675407,-0.0093779075040055,0.009336810721649,-0.0074346095214441,-0.011459510016376002,0.0
2005-01-12,-0.0023086406023958,0.0058316847879308,-0.0085715545097294,-0.0075043898862974,-0.0085347317310119,-0.011552331888193,1.0
2005-01-13,0.0079479088780262,-0.010543653392854,0.0042099719221206,-0.0083093236085458,0.0047090029463969,0.0007888940697976,1.0
2005-01-14,0.00092048223089059,0.0049658067580254,0.0040526918047078,0.0070583174940194,0.0053441321266677,0.0048003450365734,1.0
2005-01-17,0.0076786722587405,0.0049658067580254,0.0050335456648419,0.0042584631664928,0.0069630681050224,0.0031069907629923,1.0
2005-01-18,0.00027489442871616,0.0067048720401591,-0.00021261803675933,-0.0055575249778442,-0.001654004982065,0.001224869400053,0.0
2005-01-19,-0.0010224122063819,-0.0083565779053019,-0.00085402861839765,-0.0015687222707949,-0.0015509623096089,-0.0012139515627611,0.0
2005-01-20,-0.0076917356626029,-0.0064990699000326,-0.0074968748944221,-0.010571391527928003,-0.0068674076653526,-0.0059166963417592,0.0
2005-01-21,-0.002029320514575,-0.0074946015264357,0.0010756677820479,-0.0041116846801822,0.0030579528061386,-0.0015946196760393,0.0
2005-01-24,-0.0035892149028397,-0.0023458005300769,-0.0010337077123436,0.0045487127108114,-0.0014218240626144,-0.0028027760527467,1.0
2005-01-25,0.0073714566450958,0.0089644817236353,0.0070732479415079,-0.0011143176298708,0.008660064888688,0.0076299134329318,1.0
2005-01-26,0.0027564333195874,0.0035396514020902,-0.00073683249904526,0.0088375410126838,-0.00057185680150065,-0.004683587923027001,1.0
2005-01-27,0.0074187963149832,-0.0029708230784752,0.004863974455678,-0.0030994175777921,0.0029846317089569,0.00054342043805571,1.0
2005-01-28,0.0015452189299329,-0.0038405138332689,-0.0050221993328419,-0.0018277864537648,-0.0054093140078411,-0.0034626842408164,1.0
2005-01-31,0.0092456831285356,0.0060169780791287,0.0097094276174013,0.0059192873102169,0.011197912825095,0.012623140564479,1.0
2005-02-01,0.0035884612362355,0.0059104244122004,0.0081284196489299,-0.00028008147849489,0.0065130328115586,0.0059038782616121,1.0
2005-02-02,0.0054013179215729,0.0042503660153812,0.0044834405171412,0.0019974048890601,0.0031834136080281,0.0038177471288781,1.0
2005-02-03,0.00036535843988387003,-0.00034825923571352,-0.0039538900322268,-0.0015595530123205,-0.0057645860959716,-0.003414539872249,1.0
2005-02-04,0.01204025651876,0.011614190231485001,0.0088858918611874,-0.0025417797322795,0.0073989598814282,0.013462048690618,1.0
2005-02-07,0.0041602754046166,-3.4538308516356e-05,0.0048828832388365,0.012275972342532,0.0060358341539415,0.0062384345654725,1.0
2005-02-08,0.0018495618799302,0.00082776370445933,0.0012876928672301,-0.00082006769746203,-0.00028375449604664,0.001154291086807,0.0
2005-02-09,-0.0029960745016208,-0.0056430414532003,-0.0037763015805491,-0.0014864612955107,-0.0028009412611081,-0.0041726394644149,1.0
2005-02-10,4.2365726526876e-05,0.0080175464410836,-0.00011825145514988999,0.0069909802920221,0.00018893495546037,-0.0025590977225208,1.0
2005-02-11,0.014506052900301002,0.004316381011091,0.011852825229961,0.0069909802920221,0.011681501127921,0.010545816676544,0.0
2005-02-14,-0.00034414912623819,-0.00045200802016388,-0.0014025609724422,0.0068066144051569,-0.0011551361175079,-0.00031904441000346,1.0
2005-02-15,0.0051434329681795,0.0042804071029455,0.0036381252113298,0.0012284897749734,0.0045711218064535,0.0035632599282325,0.0
2005-02-16,-0.0060928346831739,-0.00022518749374769,-0.0059605759730477,-0.0038475579423219,-0.0053170070985953,-0.0075555520122406,1.0
2005-02-17,0.0010548254326032,-0.0074407947176686,-0.00039432305160418997,-0.0016342427570735,-0.00087802504912408,0.00020833232141616,0.0
2005-02-18,-0.0016274852835619,0.0028788556045374,0.0015322722619598,0.0066824020458318,0.0058719310947447,-0.0023365465179984,0.0
2005-02-21,-0.011023918695766001,0.0028788556045374,-0.0027343393966225,-0.00078048818611501,-0.0015884515262349,-0.0014062192646498,0.0
2005-02-22,-0.012076559888631001,-0.016135001085268,-0.0060059275894035,-0.0045755283353665,-0.0050439858624115,-0.0069210960043763,1.0
2005-02-23,0.00040638311917745,0.0058984698101816,-0.0056350238404854,-0.0084094423233525,-0.0062813752264437,-0.0029028904710186,0.0
2005-02-24,-0.00016035749700129,0.0070265575513444,-0.0010831946315816,0.0026930625294765,0.00012068344914883998,-0.0014777590367761,1.0
2005-02-25,0.0093129813785872,0.0086344202150436,0.01253636604073,0.01102228352682,0.014304893848857,0.010303696451251,0.0
2005-02-28,-0.0051590828091971,-0.006951846841626,-0.0014366314909622,0.0070636338215428,-0.0018366655864458,0.00042544265372942004,1.0
2005-03-01,0.0086572042381004,0.0059231066234014,0.0065787752753145,0.00340107535644,0.0069081110777604,0.007615206842917,0.0
2005-03-02,-0.0030299078989086,-0.0016648451523546,0.0013870661763749998,0.0028164851013579,0.001908761828215,0.0022378898577355,0.0
2005-03-03,-0.0026260965126439,0.0019478916915026,-0.0014954374560047,0.0036186769559375,-0.00033718125043773,-0.0045887052240249,1.0
2005-03-04,0.012655560949148,0.009925157531219999,0.0093434261395017,0.0013992240563009,0.0074433327023166,0.011490257809418002,1.0
2005-03-07,0.00082830687775207,-0.00033722738489018,0.0024719491705451,0.0044058222494754,0.0040131004861149,0.0010330741082529,0.0
2005-03-08,-0.0068825562083115,-0.0022163796756870004,-0.0055224848613278,-0.0032242376636905,-0.0055063575949367,-0.007133966363127,0.0
2005-03-09,-0.0073733031541745,-0.0098051612585059,-0.0049558653554341,0.0067116073860229,-0.0045748357644223,-0.0047537591265780004,0.0
2005-03-10,-0.0096595662076253,0.0042468316027326,-0.0091921128881015,-0.008505298486275,-0.0070032336896077,-0.0086662220382828,1.0
2005-03-11,0.0011588518087955,-0.0071095557819728,0.002194088405389,0.0049709177081442,0.0027165429994837,0.0052585845600619,0.0
2005-03-14,-0.0036119476855448,0.0027982555822354,0.00012090080905511001,-0.0061758075740287,-0.00015555816500576,0.0015616526203645,1.0
2005-03-15,0.0062604415640294,-0.005498644388934,0.0075145471831883,-0.0024607207442881,0.0072099741010266,0.0046688198453094,0.0
2005-03-16,-0.016408863651456003,-0.010426082686676,-0.016732982459554,0.004406517900415,-0.014306966148668,-0.017909213972875,1.0
2005-03-17,0.0037603366155214,-0.0006320566687511099,0.0025295749192812,-0.0082269190365849,0.0031522531494553,0.0015803864873520004,1.0
2005-03-18,0.0030425720125274,0.00031246035771176003,0.0045200342127771,0.008858186064285999,0.0046378043249818,0.0026090043845813,0.0
2005-03-21,-0.0041559168789642,-0.006047250241229,-0.0050433267617258,0.008858186064285999,-0.0043868251992247,-0.0071224935746702,1.0
2005-03-22,0.007999631546832,-0.0089802539386668,0.0040485296925093,-0.0031852230271061,0.0035159761963799,0.0056629516092284,0.0
2005-03-23,-0.005065014733775,-0.0013839092196879,-0.0044550950026882,-0.0086851775820284,-0.0036494596850556,-0.00080768258024819,1.0
2005-03-24,0.0061824016620355,-0.0012575927159484,0.0078436537859954,0.00058348580913488,0.01138280780022,0.0061150518409072,1.0
2005-03-29,0.0015897870205073,-0.0076247245539125,0.002835980357242,-0.016322472815556002,0.00081892817164057,0.0019085640512389,0.0
2005-03-30,-0.0047189543060575,0.012995712971337,-0.0042680046263867,-0.0029259443756115,-0.0041747321326238,-0.0010041882635881,0.0
2005-03-31,-0.0022952128638084,-0.0035262470294547,-0.00017014314928425,0.0089115841633023,0.00077988341232062,0.00028752024010231003,1.0
2005-04-01,0.0033157855927958,-0.0094689866500893,0.0017606267569452,0.0046859132215193,0.003023774371355,0.0056935098628186,0.0
2005-04-04,-0.0089886430916626,0.0016185464967000001,-0.0061872980716146,-0.0047843410752274,-0.0068037904818789,-0.0073486747730013,1.0
2005-04-05,0.010004302520096,0.0035812122532263,0.0071988087450734,0.0091509890382301,0.0087899949664095,0.0048877721951667,1.0
2005-04-06,0.0090341041215232,0.002635146102081,0.0039685777413701,0.0044886356763253,0.0046601205680482,0.0037982568967571,1.0
2005-04-07,0.0010979186354105,0.0057505882782053,0.0047103109975521,-0.0013671855108681,0.0042317809417028,0.0023611369216246,0.0
2005-04-08,-0.0007027581582151799,-0.0080578311189075,-0.0005823885696535799,0.0053983421149952,-1.9415813258342e-05,0.0025424547442889,0.0
2005-04-11,-0.0054337404440303,-0.0012216670321948,-0.0026934980510988,-0.010872679593254999,-0.0016172291320271,-0.001043096025254,0.0
2005-04-12,-0.0033959159984363,0.0056859662427134,-0.0050055184055054,-0.0064142818320523,-0.0050539042963394,-0.0054525107198878,1.0
2005-04-13,0.0076104508148558,-0.0099010600242472,0.0050111249584038,-0.0028088630581672,0.0048916202390138,0.007678156844198001,0.0
2005-04-14,-0.0010028259964256,-0.012031962129116,-0.0016912619216112,-0.0063887848954366,-0.0013943269401013,-0.0008262351751366701,0.0
2005-04-15,-0.022350344919643,-0.018605397932628002,-0.020010860623088003,-0.016645910533043998,-0.019174830307861,-0.02039954316237,0.0
2005-04-18,-0.014134086338239999,-0.0016118711532556,-0.021902654133167998,-0.038014402261763,-0.020506993662468,-0.025520274798538998,1.0
2005-04-19,0.0022602307209049,0.0055762845724215,0.0032499033170725,0.011648819849174999,0.0032407932759629,0.00057343008142889,0.0
2005-04-20,-0.0032721568572359997,-0.011360239412427,-0.0044059566640518,0.0020531368802151,-0.0031218212578859993,-0.0061812503054577,1.0
2005-04-21,0.00023296875663658998,0.020598465271858,0.0020412114131229,-0.0093961922326481,0.00025316327384082,0.0036088655053014,1.0
2005-04-22,0.0086154539257306,-0.0059587076830344,0.008829490838343999,0.0056043666487385,0.0073803503531729,0.0069961710746469,1.0
2005-04-25,0.0010773276877408,0.0083443774556893,0.0035815198949063,0.0025185099976816,0.0032385812250259,0.0056641475759399,0.0
2005-04-26,-0.0024708439874136,-0.0089177558181325,-0.0012788537185518,-0.0034260648908929,-7.520278755101801e-06,-0.0031081515063051,0.0
2005-04-27,-0.010865637667602,0.0046960212852594,-0.013612762006281998,-0.0027555839284464,-0.016368507793969,-0.010567379462409,1.0
2005-04-28,4.4562159154059e-05,-0.012592627608695,-0.0039930402158621,0.00031625044974817996,-0.0041322055974494,-0.0026067963265547,1.0
2005-04-29,0.0018028376360643,0.012128615689488,-0.00026272062561628,0.00031625044974817996,6.6474070551124e-05,0.0016131126210275,1.0
2005-05-02,0.013142195513975,0.0058072477102202,0.0064810074741477,-0.00061677722196038,0.0069177058804948,0.0093624075139158,1.0
2005-05-03,0.0053070112528602,0.00051211017686223,0.0045776832853524,-0.00061677722196038,0.0043566676685531,0.0050946773211554,1.0
2005-05-04,0.0029886010037604,0.012449066298698,0.0062276589065648,-0.00061677722196038,0.008013274133997,0.0044305456613783,1.0
2005-05-05,0.0043280885800998,-0.0042620414862951,0.0078764458041489,-0.00061677722196038,0.0079546537493936,0.0082450237883823,1.0
