Date,YAHOO/INDEX_IBEX - Close,YAHOO/INDEX_DJI - Close,YAHOO/INDEX_STOXX50E - Close,YAHOO/INDEX_N225 - Close,YAHOO/INDEX_FCHI - Close,YAHOO/INDEX_GDAXI - Close,Close
2000-01-04,-403.400391,-359.58007799999996,-191.39,-460.308594,-245.35009700000003,-163.809571,0.0
2000-01-05,-343.5,124.720703,-116.08,-460.308594,-192.319825,-84.880371,1.0
2000-01-07,239.30078199999997,269.299804,147.58,25.140625,89.5,306.04003900000004,1.0
2000-01-10,70.899414000001,49.640625,65.759999999999,25.140625,106.510254,144.560059,0.0
2000-01-11,-160.89941399999998,-61.120116999999,-42.53,657.509766,-32.220215,-34.27002,0.0
2000-01-12,-160.60058600000002,40.019531,-22.2,-173.5,-31.399902,21.560059,1.0
2000-01-13,80.100585999999,31.330078999999,39.05,155.86914,50.740234,43.169921,1.0
2000-01-14,252.099609,140.550781,141.01,123.261719,154.19970700000002,217.240235,1.0
2000-01-17,101.599609,140.550781,55.14,480.679688,55.33984399999999,85.679687,0.0
2000-01-18,-219.299804,-162.260742,-123.5,-240.66015699999997,-169.82959,-186.779785,1.0
2000-01-19,54.400389999999,-71.359375,7.3699999999999,-298.820312,-23.490234000001003,18.919922,0.0
2000-01-20,-73.100585999999,-138.06054699999999,10.34,110.25976599999998,60.280273,21.620116999999,0.0
2000-01-21,-78.29980400000001,-99.589844,-59.42,-129.91992199999999,-28.420409999999997,-119.910156,0.0
2000-01-24,-14.299805000001,-243.540039,-0.52999999999975,178.621094,9.540038999999501,-60.759766000000006,0.0
2000-01-25,-91.5,21.719726000001,-65.150000000001,-161.18164099999998,-93.359863,-122.35009699999999,1.0
2000-01-26,167.90039099999998,3.1005860000005,67.42,215.660156,48.819824,159.72998,1.0
2000-01-27,175.199218,-4.970703000000901,65.79,98.53125,42.030274,156.75976599999998,0.0
2000-01-28,-197.299804,-289.14941400000004,-4.880000000000099,225.058594,42.699707000000004,-59.529785,0.0
2000-01-31,-174.200196,201.660156,-97.46,104.919922,-71.239745999999,-231.0,1.0
2000-02-01,134.90039099999998,100.519532,107.56,-116.31836000000001,113.60986299999999,214.859863,1.0
2000-02-02,225.599609,-37.849610000001,110.08,155.52929699999999,173.439941,121.49023400000002,1.0
2000-02-03,348.5,10.240235000001,144.0,207.50976599999998,202.810059,182.309571,1.0
2000-02-04,36.0,-49.640625,73.67,-23.289063,126.050293,90.35009699999999,0.0
2000-02-07,-73.29980400000001,-58.009766000001,-78.71,182.298829,-72.140137,-148.29003899999998,1.0
2000-02-08,328.0,51.809570000001,135.09,-76.548828999999,94.080078,253.560059,1.0
2000-02-09,104.700195,-258.43945299999996,15.62,138.88867199999999,-26.060057999999998,79.22998,1.0
2000-02-10,81.099609000001,-55.530273,-17.44,-297.75,-64.080078,80.160157,1.0
2000-02-11,412.0,-218.419922,21.32,-297.75,79.489746,-97.720215,1.0
2000-02-14,26.0,94.62988299999999,-29.59,-153.558593,-18.689942000000002,33.25,0.0
2000-02-15,-293.5,198.25,-122.75,-188.63086,-175.689941,-248.669922,1.0
2000-02-16,70.0,-156.679688,20.4,231.34961,-46.359863,94.18994100000099,1.0
2000-02-17,91.60058599999901,-46.839844,50.740000000001004,192.22070300000001,108.68994099999999,90.20996099999999,1.0
2000-02-18,41.299805000001,-295.05078100000003,-34.88,-2.3710939999983,-92.239745999999,-6.75,0.0
2000-02-21,-107.700195,-295.05078100000003,-46.26,-245.279297,-95.44043000000099,16.75,0.0
2000-02-22,-183.39941399999998,85.320313,-9.2799999999997,-153.16992199999999,-3.9697259999993997,17.410156,1.0
2000-02-23,235.399414,-79.109375,61.95,128.97070300000001,67.939941,91.03027400000099,1.0
2000-02-24,40.0,-133.10058600000002,31.41,51.888671999996994,47.529785,-58.440430000001,1.0
2000-02-25,338.60058599999996,-230.509766,91.46,246.441406,109.860352,98.150391,0.0
2000-02-28,-223.900391,176.530274,-82.54,-97.78125,-85.910157,-151.55029299999998,1.0
2000-02-29,118.799805,89.65917900000001,56.29,239.419922,88.22998099999901,57.419922,0.0
2000-03-01,-47.099610000001,9.6201180000007,52.52,122.15039099999998,65.359863000001,83.380371,1.0
2000-03-02,170.89941399999998,26.990233999999,171.23,-16.560547000000998,221.229981,217.839844,1.0
2000-03-03,35.400390999999,202.280273,43.85,-137.570313,36.560058000000005,14.259765,1.0
2000-03-06,71.799805000001,-196.700195,14.21,-131.18945300000001,31.870116999999997,15.75,0.0
2000-03-07,-149.59961,-374.469727,-38.070000000001,147.890625,-104.129882,89.19043000000099,1.0
2000-03-08,1.0996100000011002,60.5,-61.839999999999,-177.43945300000001,-96.87988299999999,-77.970215,0.0
2000-03-09,-105.09961000000001,154.200196,-11.64,-104.470703,78.45996099999999,-37.850097999999996,0.0
2000-03-10,-49.5,-81.910157,63.93,88.070313,86.849609,26.800293,0.0
2000-03-13,-154.0,18.309571,-162.4,-560.4707030000001,-173.34960900000002,-282.100097,1.0
2000-03-14,196.09961,-135.889649,3.9099999999998998,-48.089844000002,13.419922,-43.800292999999996,0.0
2000-03-15,-276.299805,320.16992200000004,-175.17,-63.24023499999699,-161.410157,-235.589844,0.0
2000-03-16,-18.599609000001,499.189453,92.08,174.63086,69.589844,169.5,1.0
2000-03-17,108.899414,-35.369140000001,56.120000000001,313.08984300000003,45.75,126.959961,0.0
2000-03-20,-7.3994140000013,85.009765000001,55.36,313.08984300000003,48.229981,161.45996100000002,0.0
2000-03-21,-54.100585999999,227.09961,-20.48,36.039063,-31.639649,-64.44970699999999,0.0
2000-03-22,-136.09961,-40.639649000001,2.1200000000008004,131.230469,-41.580078,-9.3100589999995,0.0
2000-03-23,-98.900389999999,253.16015699999997,-9.2000000000007,-28.990234999997,-10.97998,-103.84033199999999,1.0
2000-03-24,140.5,-7.140625,120.6,253.480469,95.94970699999999,237.640137,0.0
2000-03-27,-51.799805000001,-86.87011799999901,-10.64,322.94921899999997,86.59033199999999,-39.929688,1.0
2000-03-28,49.099609000001,-89.73925700000099,57.46,93.310546999997,73.44970699999999,39.439941999999995,0.0
2000-03-29,-122.5,82.609375,-10.25,332.31054700000004,-18.819825,-67.17041,0.0
2000-03-30,-255.19921800000003,-38.469727,-164.35,-265.150391,-191.660156,-219.869629,1.0
2000-03-31,101.599609,-58.330078000001,-2.4200000000001003,-104.179688,-27.770019000001,-45.5,0.0
2000-04-03,-248.599609,300.009766,-131.18,389.66992200000004,-155.779785,-170.16992199999999,0.0
2000-04-04,-102.20019599999999,-57.08984399999999,58.34,-132.060546,91.669921,93.579589999999,0.0
2000-04-05,-209.60058600000002,-130.91992199999999,-132.54,-132.160157,-185.0,-192.029785,1.0
2000-04-06,233.30078199999997,80.349609000001,135.79,-239.160156,187.080079,115.43994099999999,1.0
2000-04-07,182.699218,-2.7890619999997996,79.56,29.201172000001,84.020019000001,75.990234000001,0.0
2000-04-10,-21.899414000001002,75.079100999999,22.74,366.25,56.859863,-5.25,0.0
2000-04-11,-253.40039,100.52050799999999,-107.88,-96.541015999999,-103.47998,-74.29003900000001,1.0
