Date,Ibex5,DowJones5,Stoxx5,Nikkei5,Francia5,Alemania5,Ibex4,DowJones4,Stoxx4,Nikkei4,Francia4,Alemania4,Ibex3,DowJones3,Stoxx3,Nikkei3,Francia3,Alemania3,Ibex2,DowJones2,Stoxx2,Nikkei2,Francia2,Alemania2,Ibex1,DowJones1,Stoxx1,Nikkei1,Francia1,Alemania1,Close
2000-01-04,96.525405762274,96.83398838822501,96.05317968663,100.0,95.85373075963001,97.573464666525,93.566749431525,97.93212262336701,93.65939264459,97.577687731534,92.60364125707399,96.31611921294399,95.627910344531,99.08210512561399,92.81265853065001,95.60808282832399,92.10358242325199,95.91394371061399,95.627910344531,101.45322176604,95.856034578757,95.740381997117,93.616078654355,100.44735994239001,96.238585745047,101.89029490991999,97.212128960946,99.200438997092,95.41603795881001,102.58874941574,0.0
2000-01-05,93.566749431525,97.93212262336701,93.65939264459,97.577687731534,92.60364125707399,96.31611921294399,93.566749431525,99.08210512561399,92.81265853065001,95.60808282832399,92.10358242325199,95.91394371061399,95.627910344531,101.45322176604,95.856034578757,95.740381997117,93.616078654355,100.44735994239001,96.238585745047,101.89029490991999,97.212128960946,95.740381997117,95.41603795881001,102.58874941574,94.85271654608101,101.35214774333001,96.33508069339001,99.200438997092,94.871535682242,102.08110255541,1.0
2000-01-07,95.627910344531,101.45322176604,95.856034578757,95.740381997117,93.616078654355,100.44735994239001,96.238585745047,101.89029490991999,97.212128960946,95.60808282832399,95.41603795881001,102.58874941574,94.85271654608101,101.35214774333001,96.33508069339001,99.200438997092,94.871535682242,102.08110255541,93.46942123169701,101.70450958871,95.877275108162,98.28741850593201,94.340896202555,102.40047488900998,94.15934875969,101.98036300768,96.68255925695298,99.107658959877,95.198375673955,103.03995729538,1.0
2000-01-10,96.238585745047,101.89029490991999,97.212128960946,95.740381997117,95.41603795881001,102.58874941574,94.85271654608101,101.35214774333001,96.33508069339001,99.200438997092,94.871535682242,102.08110255541,93.46942123169701,101.70450958871,95.877275108162,98.28741850593201,94.340896202555,102.40047488900998,94.15934875969,101.98036300768,96.68255925695298,99.107658959877,95.198375673955,103.03995729538,96.330749354005,103.21787707455,99.59044959808,99.75630723205299,97.80425808372699,106.25796893451,1.0
2000-01-11,94.85271654608101,101.35214774333001,96.33508069339001,99.200438997092,94.871535682242,102.08110255541,93.46942123169701,101.70450958871,95.877275108162,98.28741850593201,94.340896202555,102.40047488900998,94.15934875969,101.98036300768,96.68255925695298,99.107658959877,95.198375673955,103.03995729538,96.330749354005,103.21787707455,99.59044959808,99.75630723205299,97.80425808372699,106.25796893451,97.205853652024,103.21787707455,100.72753968679001,102.28581965181,98.73946820081899,107.52715477389,0.0
2000-01-12,93.46942123169701,101.70450958871,95.877275108162,98.28741850593201,94.340896202555,102.40047488900998,94.15934875969,101.98036300768,96.68255925695298,99.107658959877,95.198375673955,103.03995729538,96.330749354005,103.21787707455,99.59044959808,99.75630723205299,97.80425808372699,106.25796893451,97.205853652024,103.21787707455,100.72753968679001,102.28581965181,98.73946820081899,107.52715477389,95.31696645133499,101.78921229378,98.180738345548,101.01937783771,95.86945015830901,104.76035827284001,1.0
2000-01-13,94.15934875969,101.98036300768,96.68255925695298,99.107658959877,95.198375673955,103.03995729538,96.330749354005,103.21787707455,99.59044959808,99.75630723205299,97.80425808372699,106.25796893451,97.205853652024,103.21787707455,100.72753968679001,102.28581965181,98.73946820081899,107.52715477389,95.31696645133499,101.78921229378,98.180738345548,101.01937783771,95.86945015830901,104.76035827284001,95.78553139534901,101.16091105107,98.332721551095,99.44687600468,95.472479315933,105.04062186769,0.0
2000-01-14,96.330749354005,103.21787707455,99.59044959808,99.75630723205299,97.80425808372699,106.25796893451,97.205853652024,103.21787707455,100.72753968679001,102.28581965181,98.73946820081899,107.52715477389,95.31696645133499,101.78921229378,98.180738345548,101.01937783771,95.86945015830901,104.76035827284001,95.78553139534901,101.16091105107,98.332721551095,99.44687600468,95.472479315933,105.04062186769,95.155896718346,99.94532286453699,98.54595172007,100.02710324219,96.491179715065,105.36088384929,0.0
2000-01-17,97.205853652024,103.21787707455,100.72753968679001,102.28581965181,98.73946820081899,107.52715477389,95.31696645133499,101.78921229378,98.180738345548,101.01937783771,95.86945015830901,104.76035827284001,95.78553139534901,101.16091105107,98.332721551095,99.44687600468,95.472479315933,105.04062186769,95.155896718346,99.94532286453699,98.54595172007,100.02710324219,96.491179715065,105.36088384929,94.481479801895,99.068459484695,97.320600014023,99.34341706930599,96.010891860189,103.58463702440001,0.0
2000-01-18,95.31696645133499,101.78921229378,98.180738345548,101.01937783771,95.86945015830901,104.76035827284001,95.78553139534901,101.16091105107,98.332721551095,99.44687600468,95.472479315933,105.04062186769,95.155896718346,99.94532286453699,98.54595172007,100.02710324219,96.491179715065,105.36088384929,94.481479801895,99.068459484695,97.320600014023,99.34341706930599,96.010891860189,103.58463702440001,94.358311800172,96.92415105778,97.309670421222,100.28338663112,96.17211278792101,102.68459364993,0.0
2000-01-19,95.78553139534901,101.16091105107,98.332721551095,99.44687600468,95.472479315933,105.04062186769,95.155896718346,99.94532286453699,98.54595172007,100.02710324219,96.491179715065,105.36088384929,94.481479801895,99.068459484695,97.320600014023,99.34341706930599,96.010891860189,103.58463702440001,94.358311800172,96.92415105778,97.309670421222,100.28338663112,96.17211278792101,102.68459364993,93.570198105082,97.11538775004401,95.96615538169,99.435189852843,94.594387191008,100.87220361916,1.0
2000-01-20,95.155896718346,99.94532286453699,98.54595172007,100.02710324219,96.491179715065,105.36088384929,94.481479801895,99.068459484695,97.320600014023,99.34341706930599,96.010891860189,103.58463702440001,94.358311800172,96.92415105778,97.309670421222,100.28338663112,96.17211278792101,102.68459364993,93.570198105082,97.11538775004401,95.96615538169,99.435189852843,94.594387191008,100.87220361916,95.016368570198,97.142687625315,97.35648207340599,100.5700725131,95.419412887132,103.23830736951,1.0
2000-01-21,94.481479801895,99.068459484695,97.320600014023,99.34341706930599,96.010891860189,103.58463702440001,94.358311800172,96.92415105778,97.309670421222,100.28338663112,96.17211278792101,102.68459364993,93.570198105082,97.11538775004401,95.96615538169,99.435189852843,94.594387191008,100.87220361916,95.016368570198,97.142687625315,97.35648207340599,100.5700725131,95.419412887132,103.23830736951,96.525405762274,97.098921843005,98.713195111791,101.08858000745,96.129699267212,105.56041290183,0.0
